species	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN017.A0101	SYN017.B0101	SYN018.C0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN015.I0101	SYN018.I0101	SYN019.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN028.I0101
Olsenella timonensis	0	0	0	315	174	186	227	175	296	995	433	832	1249	1179	151	1456	1048	1000	1499	974
Olsenella umbonata	0	0	0	296	359	299	206	178	275	910	473	672	1321	1240	149	1204	1013	967	1464	981
Parolsenella catena	0	0	0	763	371	389	560	406	839	2031	928	1705	2160	1959	268	3129	2156	1718	3617	1539
Parolsenella massiliensis	0	0	0	247	147	153	172	120	223	722	346	626	815	809	103	975	714	697	1068	666
Coriobacterium glomerans	0	0	0	120	166	112	124	0	121	436	217	251	547	561	0	632	412	514	662	572
Slackia heliotrinireducens	0	0	0	2550	1495	1364	2034	1417	2390	7202	3290	5172	6519	6591	636	10452	6843	6078	11874	5314
Eggerthella sp. HF-1101	0	0	0	658	388	366	532	322	588	1863	837	1356	1711	1789	136	2693	1762	1736	3166	1507
Eggerthella sp. YY7918	0	0	0	314	218	201	247	184	293	849	405	760	1025	847	94	1356	850	809	1510	704
Eggerthella lenta	0	0	0	595	398	331	458	322	590	1606	777	1154	1582	1564	133	2476	1538	1467	2868	1281
Gordonibacter pamelaeae	0	0	0	591	326	323	446	332	607	1782	794	1310	1609	1309	158	2368	1600	1519	2837	1456
Gordonibacter urolithinfaciens	0	0	0	333	263	248	262	182	328	960	462	655	885	891	0	1393	875	865	1590	762
Berryella intestinalis	0	0	0	1338	632	679	1101	731	1253	3532	1540	2485	3332	3300	337	5258	3335	3082	6020	2792
Adlercreutzia equolifaciens	0	0	0	665	356	335	533	395	681	1791	837	1435	1782	1692	181	2694	1774	1566	3021	1428
Adlercreutzia sp. 8CFCBH1	0	0	0	197	207	160	163	117	194	524	224	362	464	485	0	820	489	479	880	398
Arabia massiliensis	0	0	0	868	452	476	687	503	887	2378	1084	1794	2252	2320	206	3690	2331	2085	4270	1917
Denitrobacterium detoxificans	0	0	0	554	281	301	445	308	551	1603	734	1133	1530	1564	135	2242	1586	1448	2544	1368
Phoenicibacter congonensis	0	0	0	0	73	97	158	0	0	212	87	85	196	150	109	602	91	186	451	233
Fannyhessea vaginae	0	0	0	144	0	82	0	0	0	184	105	596	802	529	152	219	525	261	242	229
Arthrobacter woluwensis	0	0	0	0	0	0	0	0	0	102	0	0	0	169	0	0	0	145	0	186
Pseudarthrobacter sp. YJ56	0	0	0	0	0	0	0	0	0	112	125	0	127	138	0	103	0	164	103	137
Microbacterium oleivorans	0	0	0	0	0	0	0	0	0	77	75	0	99	107	0	84	0	92	103	140
Brevibacterium siliguriense	0	0	0	0	125	41	0	0	0	89	0	0	136	216	0	0	0	148	0	148
Brevibacterium sandarakinum	0	0	0	0	156	55	0	0	0	71	0	0	142	157	0	93	0	116	0	0
Corynebacterium sp. NML98-0116	0	0	0	0	201	83	0	0	0	107	0	0	176	265	0	116	92	230	0	208
Corynebacterium lactis	0	0	0	0	171	75	0	0	0	73	0	0	137	185	0	79	0	116	0	0
Mycolicibacterium tokaiense	0	0	0	0	106	0	0	0	0	74	0	0	125	145	0	98	0	96	0	0
Mycobacterium sp. JS623	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	137	0	0	112	0
Nocardia terpenica	0	0	0	0	0	0	0	0	0	110	136	0	158	116	0	0	0	226	120	0
Lawsonella clevelandensis	0	0	0	0	176	101	0	0	0	93	0	0	120	211	0	104	94	179	0	135
Bifidobacterium breve	0	0	0	0	0	33	0	0	0	224	115	174	245	220	0	309	204	245	314	178
Bifidobacterium bifidum	0	0	0	0	168	86	0	0	0	149	90	99	222	322	0	161	173	225	160	230
Bifidobacterium adolescentis	0	0	0	0	0	31	0	0	0	142	0	0	108	161	0	203	110	140	234	209
Bifidobacterium animalis	0	0	0	0	0	0	0	0	0	113	0	0	106	85	0	146	110	104	202	0
Bifidobacterium dentium	0	0	0	0	160	164	0	0	0	99	116	0	183	196	0	178	129	142	160	154
Bifidobacterium choerinum	0	0	0	0	0	0	0	0	0	96	0	0	171	146	0	150	121	108	185	108
Bifidobacterium pseudocatenulatum	0	0	0	0	176	78	0	0	0	93	0	0	168	223	0	109	101	144	103	112
Bifidobacterium scardovii	0	0	0	0	90	61	0	0	0	84	0	0	109	145	0	89	0	103	0	0
Bifidobacterium catenulatum	0	0	0	0	93	36	0	0	0	81	81	0	135	147	0	150	0	106	157	113
Gardnerella vaginalis	0	0	0	149	51	103	0	0	0	179	115	636	241	332	330	273	354	146	237	222
Streptomyces glomeroaurantiacus	0	0	0	0	170	63	0	0	0	113	0	0	135	189	0	121	101	134	132	130
Microlunatus phosphovorus	0	0	0	0	0	0	0	0	0	76	129	103	0	93	0	86	0	162	0	105
Propionimicrobium sp. Marseille-P3275	0	0	0	0	56	46	94	0	101	102	0	0	138	73	491	141	116	139	235	0
Nonomuraea nitratireducens	0	0	0	0	70	0	0	0	0	75	0	0	85	152	0	73	0	124	0	117
Thermobispora bispora	0	0	0	0	89	56	0	0	0	79	0	0	153	127	0	100	0	114	104	0
Actinomadura verrucosospora	0	0	0	0	124	0	0	0	0	88	0	0	123	145	0	171	0	138	112	128
Catenulispora acidiphila	0	0	0	0	0	0	0	0	0	90	0	0	0	147	0	126	0	140	0	168
Acidothermus cellulolyticus	0	0	0	0	109	0	0	0	0	71	0	0	134	204	0	90	0	121	0	127
Rubrobacter sp. SCSIO 52915	0	0	0	0	0	0	0	0	0	102	0	0	98	73	0	164	0	98	162	0
Rubrobacter radiotolerans	0	0	0	0	0	0	0	0	0	104	0	0	82	167	0	146	0	124	96	192
Calothrix parietina	0	0	0	0	0	0	0	0	0	80	0	0	80	73	0	0	0	185	0	0
Geitlerinema sp. PCC 7407	0	0	0	0	172	103	0	0	0	101	0	0	107	178	0	120	0	161	0	177
Mycoplasma anserisalpingitidis	0	0	0	0	123	116	0	0	0	77	0	0	97	146	0	0	0	131	0	126
Mycoplasma bovis	0	0	0	0	0	0	0	0	0	80	97	0	96	105	0	0	0	189	0	0
Acholeplasma brassicae	0	0	0	0	0	0	0	0	0	89	148	200	85	125	0	0	0	334	0	0
Meiothermus silvanus	0	0	0	0	131	54	0	0	0	124	0	0	137	229	0	225	91	188	140	192
Dehalogenimonas lykanthroporepellens	0	0	0	0	156	69	0	0	0	81	0	0	109	164	0	83	0	120	0	110
Dehalococcoides mccartyi	0	0	0	0	107	56	0	0	0	77	0	0	103	145	0	140	86	151	96	343
Phocaeicola dorei	0	0	0	326	707	507	0	0	143	82	0	345	117	171	0	148	343	396	433	327
Epilithonimonas vandammei	0	0	0	0	0	0	0	0	0	75	80	0	0	94	0	0	0	176	0	0
Blattabacterium cuenoti	0	0	0	126	121	59	0	0	0	126	102	0	123	104	419	81	0	271	211	148
Sphingobacterium sp. DR205	0	0	0	0	0	0	0	0	0	118	143	0	146	159	0	0	85	283	0	109
Sphingobacterium lactis	0	0	0	0	159	65	0	0	0	103	81	0	158	173	0	0	0	154	0	137
Arachidicoccus sp. B3-10	0	0	0	0	0	0	0	0	0	105	138	0	120	136	0	0	0	282	0	0
Lacibacter sp. S13-6-6	0	0	0	0	71	0	0	0	0	92	128	251	85	105	121	0	0	158	120	0
Salinibacter ruber	0	0	0	0	122	49	0	0	0	103	0	88	120	207	0	86	98	162	95	173
Chlorobium phaeobacteroides	0	0	0	0	129	43	0	0	0	71	0	0	114	140	0	0	0	100	0	100
Enterobacter ludwigii	0	0	0	0	101	47	0	0	0	72	0	0	107	117	0	75	0	100	0	0
Klebsiella pneumoniae	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	83	0	126	0	110
Cronobacter dublinensis	0	0	0	0	129	117	0	0	0	76	0	0	0	92	0	90	0	83	0	0
Dickeya zeae	0	0	0	0	175	49	0	0	0	92	0	95	172	216	89	92	0	162	0	100
Edwardsiella tarda	0	0	0	0	97	28	0	0	0	83	0	0	87	159	0	0	0	150	0	180
[Haemophilus] ducreyi	0	0	0	0	77	0	0	0	393	1763	843	814	201	115	357	101	95	1318	192	707
Histophilus somni	0	0	0	0	0	0	0	0	0	158	208	0	165	180	113	0	95	376	0	165
Pasteurella multocida	0	0	0	0	0	0	90	0	0	74	0	0	0	0	0	0	0	69	106	116
Pseudomonas synxantha	0	0	0	0	152	48	0	0	0	72	0	0	149	184	0	120	98	118	0	100
Pseudomonas monteilii	0	0	0	0	119	34	0	0	0	83	0	135	102	193	0	0	0	113	0	128
Shewanella sp. FJAT-52962	0	0	0	0	196	91	0	0	0	73	0	145	151	163	0	0	0	154	0	103
Dokdonella koreensis	0	0	0	0	0	0	0	0	0	90	0	0	0	118	0	139	0	107	122	131
Aeromonas veronii	0	0	0	0	0	0	0	0	0	89	0	0	0	101	0	74	0	112	0	146
Succinivibrio dextrinosolvens	0	0	0	0	0	0	0	0	0	136	92	0	133	144	0	0	0	253	0	145
Methylocaldum marinum	0	0	0	0	138	38	0	0	0	76	0	81	113	210	0	0	0	125	0	100
Agrobacterium tumefaciens	0	0	0	0	132	57	0	0	0	96	0	0	163	184	0	114	95	145	106	142
Sinorhizobium fredii	0	0	0	0	87	50	0	0	0	82	0	0	142	179	0	117	0	134	0	181
Bradyrhizobium erythrophlei	0	0	0	0	261	125	0	0	0	135	0	0	218	389	0	170	153	288	179	295
Rhodopseudomonas palustris	0	0	0	102	135	55	0	0	0	284	149	130	285	370	0	338	255	344	385	309
Bosea sp. RAC05	0	0	0	0	48	0	0	0	0	88	0	0	0	153	0	97	0	121	0	123
Phyllobacterium sp. 628	0	0	0	0	0	0	0	0	0	72	0	0	0	92	0	0	0	103	0	0
Microvirga ossetica	0	0	0	0	62	0	0	0	0	137	94	0	140	201	0	93	87	239	106	156
Microvirga thermotolerans	0	0	0	0	0	0	0	0	0	90	0	234	88	92	0	0	0	94	0	122
Methylorubrum extorquens	0	0	0	0	203	93	0	0	0	73	0	0	90	182	0	84	0	124	0	0
Devosia sp. A16	0	0	0	0	120	62	0	0	0	94	0	0	94	124	0	142	0	111	115	0
Maritalea myrionectae	0	0	0	0	165	68	0	0	0	82	0	0	112	196	0	0	0	147	0	159
Pseudolabrys taiwanensis	0	0	0	0	118	37	0	0	0	88	0	0	133	155	0	91	0	130	105	0
Beijerinckia indica	0	0	0	0	305	100	0	0	0	109	0	0	217	288	0	133	121	218	100	134
Sphingobium sp. MI1205	0	0	0	0	102	37	0	0	0	71	0	0	122	143	0	117	0	95	0	0
Phaeobacter inhibens	0	0	0	0	120	35	0	0	0	71	0	0	95	152	0	121	0	115	0	120
Ruegeria sp. TM1040	0	0	0	0	188	116	0	0	0	83	0	0	160	219	0	101	0	165	0	113
Azospirillum lipoferum	0	0	0	0	171	55	0	0	0	110	0	109	162	174	124	151	118	135	164	113
Rhodospirillum rubrum	0	0	0	0	101	57	0	0	0	124	0	0	147	216	0	114	87	184	106	172
Hypericibacter adhaerens	0	0	0	0	133	52	0	0	0	84	0	0	134	156	0	132	0	121	100	135
Tistrella mobilis	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	119	0	0	119	0
Ferrovibrio terrae	0	0	0	0	0	0	0	0	0	71	0	0	0	97	0	83	0	75	0	0
Diaphorobacter aerolatus	0	0	0	0	0	0	0	0	0	73	0	0	0	110	0	135	0	79	94	104
Orrella dioscoreae	0	0	0	0	0	0	0	0	0	83	0	0	0	94	0	84	0	107	0	137
Janthinobacterium tructae	0	0	0	0	120	0	0	0	0	71	0	0	88	142	0	81	0	97	0	0
Iodobacter fluviatilis	0	0	0	0	118	0	0	0	0	93	80	116	132	167	0	0	0	197	0	0
Campylobacter hominis	0	0	0	0	0	0	0	0	0	84	0	0	0	0	106	0	0	91	0	0
Campylobacter curvus	0	0	0	0	0	0	0	0	0	82	0	0	588	0	0	161	0	275	133	244
Desulfovibrio fairfieldensis	0	0	0	0	265	109	0	0	0	93	0	0	205	297	0	161	123	208	98	136
Pseudodesulfovibrio aespoeensis	0	0	0	0	226	109	0	0	0	131	0	0	217	275	0	212	124	219	178	169
Pseudodesulfovibrio sp. zrk46	0	0	0	0	162	70	0	0	0	92	0	0	150	226	0	169	96	157	128	136
Pseudodesulfovibrio indicus	0	0	0	0	59	39	0	0	0	73	0	0	0	109	0	0	0	83	0	118
Desulfomicrobium orale	0	0	0	0	189	82	0	0	0	92	0	0	157	209	0	170	85	141	136	152
Geobacter sp. FeAm09	0	0	0	0	246	99	0	0	0	131	0	0	248	307	0	203	151	259	117	214
Geobacter sulfurreducens	0	0	0	0	102	0	0	0	0	102	0	0	138	155	0	115	0	128	124	160
Geobacter daltonii	0	0	0	0	221	72	0	0	0	75	0	85	169	240	0	104	87	161	0	103
Desulfuromonas soudanensis	0	0	0	0	119	0	0	0	0	75	0	0	84	121	0	109	0	97	105	103
Myxococcus stipitatus	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	169	0	0	0	0
Anaeromyxobacter dehalogenans	0	0	0	0	166	155	0	0	0	81	0	0	107	139	0	0	0	110	0	0
Labilithrix luteola	0	0	0	0	0	0	0	0	0	81	0	0	81	80	0	149	0	99	113	116
Sandaracinus amylolyticus	0	0	0	0	0	0	0	0	0	77	0	0	82	82	0	136	0	70	136	0
Desulfococcus oleovorans	0	0	0	0	227	73	0	0	0	79	0	0	141	176	0	88	0	168	0	100
Desulfonema magnum	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	73	0	0	109	0
Desulfobulbus oralis	0	0	0	0	59	94	0	0	0	78	0	0	0	84	0	82	0	117	99	107
Desulfocapsa sulfexigens	0	0	0	0	151	77	0	0	0	106	118	158	148	205	0	0	85	232	0	102
Fusobacterium varium	0	0	0	0	53	0	0	0	0	174	211	109	174	171	190	0	0	396	175	157
Fusobacterium gonidiaformans	0	0	0	0	78	0	0	0	0	124	0	207	81	0	437	106	0	109	166	0
Fusobacterium sp. NSJ-57	0	0	0	0	0	0	0	0	0	72	79	0	0	0	230	72	0	0	0	0
Fusobacterium mortiferum	0	0	0	0	0	0	97	0	0	89	76	0	0	0	196	0	0	149	95	0
Fusobacterium canifelinum	0	0	0	109	237	335	155	139	519	78	0	0	0	0	174	82	0	157	142	245
Fusobacterium ulcerans	0	0	0	0	0	0	0	0	0	76	0	0	0	0	225	0	0	0	0	0
Ilyobacter polytropus	0	0	0	0	0	0	0	0	0	73	0	320	82	0	0	0	0	0	0	0
Streptobacillus moniliformis	0	0	0	0	0	0	0	0	0	304	132	765	164	117	83	72	0	276	105	204
Sneathia vaginalis	0	0	0	103	0	0	0	0	0	74	0	234	0	0	167	0	0	70	0	0
Treponema phagedenis	0	0	0	160	285	64	0	0	115	358	224	487	401	238	1360	386	213	513	760	323
Treponema ruminis	0	0	0	0	0	0	0	0	0	135	108	131	122	122	120	96	0	218	97	161
Sphaerochaeta globosa	0	0	0	0	108	34	0	0	0	74	0	0	144	192	0	0	0	145	0	134
Spirochaeta thermophila	0	0	0	0	0	0	0	0	0	74	0	0	0	93	0	0	0	87	0	104
Sediminispirochaeta smaragdinae	0	0	0	100	82	34	99	109	0	72	0	0	93	101	0	104	0	97	0	109
Brachyspira hyodysenteriae	0	0	0	0	0	0	0	0	0	108	105	0	87	76	142	0	0	185	0	0
Brachyspira intermedia	0	0	0	0	0	0	0	0	0	90	93	0	90	0	239	0	0	173	103	0
Urbifossiella limnaea	0	0	0	0	136	106	0	0	0	91	0	0	126	178	0	0	0	131	0	112
Akkermansia muciniphila	0	0	0	0	87	35	0	0	101	149	139	206	150	179	0	114	97	274	144	204
Acidobacterium capsulatum	0	0	0	0	120	49	0	0	0	91	0	0	168	178	0	83	0	178	0	0
Candidatus Solibacter usitatus	0	0	0	0	0	0	0	0	0	72	0	0	92	83	0	135	0	67	116	0
Cloacibacillus porcorum	0	0	0	0	209	119	0	0	0	114	0	0	186	195	0	185	98	131	186	152
Mesotoga prima	0	0	0	0	184	60	0	0	0	87	0	0	148	157	0	74	0	193	0	118
Lacticaseibacillus rhamnosus	0	0	0	0	0	52	135	193	2852	0	214	207458	173903	1813	1235	83	0	0	3875	7599
Limosilactobacillus gastricus	0	0	0	0	0	35	0	104	353	0	127	347	0	0	0	0	0	0	0	0
Lactobacillus acetotolerans	0	0	0	0	0	0	0	96	267	0	140	128	0	0	0	0	0	0	0	0
Lactobacillus amylovorus	0	0	0	0	46	0	0	0	129	0	77	257	0	0	0	0	0	0	0	0
Ligilactobacillus animalis	0	0	0	0	0	0	0	0	138	0	86	278	0	79	0	0	0	114	0	0
Ligilactobacillus saerimneri	0	0	0	0	0	0	91	145	233	0	73	185	0	0	0	0	0	0	0	0
Weissella sp. HDW19	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	137	0	0
Weissella ceti	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	132	0	0
Weissella cryptocerci	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
Lactiplantibacillus pentosus	0	0	0	0	0	37	0	110	614	0	130	470	0	0	0	0	0	0	0	0
Companilactobacillus heilongjiangensis	0	0	0	0	0	0	0	0	0	0	93	0	90	80	0	0	0	175	0	0
Levilactobacillus zymae	0	0	0	0	0	0	0	0	320	0	107	308	91	0	0	0	0	0	0	0
Levilactobacillus koreensis	0	0	0	0	0	0	0	0	183	0	100	155	0	0	0	0	0	86	0	0
Lentilactobacillus hilgardii	0	0	0	0	0	0	0	0	211	0	117	331	0	0	0	0	0	0	0	0
Lentilactobacillus kefiri	0	0	0	0	0	0	0	95	217	0	80	240	0	0	86	0	0	0	0	0
Paucilactobacillus oligofermentans	0	0	0	0	0	0	122	115	125	0	122	277	103	0	0	0	0	172	0	0
Oenococcus kitaharae	0	0	0	0	0	0	0	0	0	0	110	0	86	125	0	0	0	193	0	0
Apilactobacillus bombintestini	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
Staphylococcus sp. MI 10-1553	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	168	0	0
Staphylococcus condimenti	0	0	0	0	0	0	0	0	0	0	103	0	0	73	0	0	0	158	0	0
Staphylococcus warneri	0	0	0	0	0	0	91	0	0	0	99	0	0	76	0	0	0	143	0	0
Paenibacillus sp. JNUCC-31	0	0	0	99	0	0	0	0	0	0	146	0	0	0	96	0	0	0	0	0
Paenibacillus sp. DCT19	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	109	0	0
Megamonas hypermegale	0	0	0	0	0	31	0	0	0	0	78	231	92	0	208	0	0	0	0	0
Longibaculum sp. KGMB06250	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	153	0	0
Faecalibacillus intestinalis	0	0	0	0	0	0	0	0	0	0	80	0	0	91	0	0	0	128	0	0
Mobiluncus curtisii	0	0	0	0	0	0	0	0	0	0	203	0	113	92	86	0	0	76	0	0
Arthrobacter citreus	0	0	0	0	0	0	123	99	0	0	84	0	112	0	0	0	0	105	0	0
Dermabacter jinjuensis	0	0	0	0	62	43	0	0	0	0	121	0	0	0	0	95	0	0	98	0
Mycoplasma sp. Mirounga ES2806-GEN	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	166	0	0
Spiroplasma chinense	0	0	0	0	0	0	0	0	0	0	89	136	0	93	0	0	0	168	0	0
Spiroplasma corruscae	0	0	0	0	0	0	0	0	0	0	80	133	0	0	0	0	0	88	0	0
Anabaenopsis circularis	0	0	0	0	0	0	0	0	0	0	92	0	0	80	0	0	0	129	0	0
Polaribacter sp. Hel1_33_78	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	161	0	0
Polaribacter vadi	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	136	0	0
Kaistella flava (ex Peng et al. 2021)	0	0	0	0	0	0	0	0	0	0	75	0	0	76	0	0	0	143	0	0
Elizabethkingia meningoseptica	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	159	0	0
Apibacter raozihei	0	0	0	0	0	0	0	0	0	0	75	172	0	85	81	0	0	113	0	0
Flammeovirga pectinis	0	0	0	0	0	0	0	0	0	0	103	0	74	96	0	0	0	139	0	0
Sphingobacterium sp. UDSM-2020	0	0	0	109	0	0	0	0	0	0	84	117	0	0	0	0	0	140	0	0
Actinobacillus lignieresii	0	0	0	0	0	0	0	0	0	0	95	159	86	101	0	0	0	145	0	0
Providencia alcalifaciens	0	0	0	0	0	0	0	0	0	0	81	0	0	0	84	0	0	127	0	0
Psychrobacter sp. G	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	139	0	0
Ketobacter alkanivorans	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	136	0	0
Vibrio taketomensis	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	113	0	0
Vibrio mediterranei	0	0	0	0	0	0	0	0	0	0	74	190	0	0	0	0	0	87	0	0
Tatlockia micdadei	0	0	0	0	0	0	0	0	0	0	96	0	0	83	0	0	0	166	0	0
Acidiferrobacter sp. SPIII_3	0	0	0	0	55	0	0	0	0	0	81	0	77	84	0	0	0	157	0	0
Bartonella tribocorum	0	0	0	0	0	0	0	0	0	0	163	0	0	0	132	0	0	0	0	0
Candidatus Endolissoclinum faulkneri	0	0	0	0	0	0	0	0	0	0	91	0	0	76	0	0	0	144	0	0
Hyphomonas sp. Mor2	0	0	0	0	0	0	0	0	0	0	117	0	73	81	0	0	0	143	0	0
Herminiimonas arsenitoxidans	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	164	0	0
Borrelia coriaceae	0	0	0	0	0	0	0	0	0	0	111	137	75	0	0	0	0	129	0	0
Enterococcus phage phiEf11	0	0	0	116	0	0	0	0	0	0	140	0	0	0	98	0	0	0	0	0
Enterococcus lactis	0	0	0	0	0	0	0	0	0	0	0	112	73	107	101	0	0	0	119	0
Enterococcus gallinarum	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	777	0
Lactobacillus sp. JM1	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Lactobacillus sp. wkB8	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Lactobacillus kullabergensis	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0
Lactobacillus helveticus	0	0	0	0	0	0	154	97	190	0	0	163	0	0	0	0	0	0	0	0
Lactobacillus apis	0	0	0	0	0	0	0	0	0	0	0	143	0	0	173	0	0	0	0	0
Lactobacillus terrae	0	0	0	0	0	0	115	102	0	0	0	117	0	0	0	0	0	0	0	0
Lacticaseibacillus manihotivorans	0	0	0	0	0	0	0	0	162	0	0	140	0	0	131	0	0	0	0	0
Levilactobacillus suantsaii	0	0	0	0	0	0	0	0	144	0	0	219	0	0	120	0	0	0	0	0
Weissella jogaejeotgali	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0
Weissella hellenica	0	0	0	0	45	0	0	84	0	0	0	141	0	0	0	0	0	0	0	0
Weissella soli	0	0	0	0	0	0	0	0	103	0	0	88	0	0	0	0	0	0	0	0
Leuconostoc carnosum	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	0	0	0	0	0	0	0	0	123	0	0	120	0	0	0	0	0
Lentilactobacillus parabuchneri	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Companilactobacillus paralimentarius	0	0	0	0	66	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0
Companilactobacillus farciminis	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	146	0	0
Latilactobacillus graminis	0	0	0	0	0	0	125	94	0	0	0	121	0	0	0	0	0	0	0	0
Paucilactobacillus hokkaidonensis	0	0	0	0	0	0	0	0	172	0	0	330	0	0	0	0	0	0	0	0
Pediococcus claussenii	0	0	0	0	0	0	0	0	0	0	0	101	0	0	91	0	0	132	0	0
Pediococcus damnosus	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	76	0	0	0	0
Liquorilactobacillus mali	0	0	0	0	0	0	119	114	0	0	0	104	0	0	0	0	0	0	0	0
Fructilactobacillus sanfranciscensis	0	0	0	0	0	0	110	138	0	0	0	198	0	0	0	0	0	0	0	0
Fructilactobacillus lindneri	0	0	0	0	0	0	0	0	0	0	0	129	0	0	82	0	0	0	0	0
Secundilactobacillus paracollinoides	0	0	0	0	0	0	118	103	228	0	0	204	0	0	0	0	0	0	0	0
Secundilactobacillus malefermentans	0	0	0	0	0	0	143	121	119	0	0	86	93	0	101	0	0	90	0	0
Acetilactobacillus jinshanensis	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Bacillus luti	0	0	0	0	0	77	0	0	0	0	0	269	74	0	0	72	0	0	0	0
Bacillus paranthracis	0	0	0	0	0	46	0	0	0	0	0	221	0	0	0	0	0	0	0	0
Bacillus wiedmannii	0	0	0	0	0	85	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Bacillus sp. V3	0	0	0	0	0	0	0	0	0	0	0	114	171	0	108	0	128	0	200	153
Bacillus sonorensis	0	0	0	0	0	0	0	0	0	0	0	165	145	75	0	103	94	0	147	121
Bacillus licheniformis	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Bacillus infantis	0	0	0	0	0	0	0	0	0	0	0	135	113	0	0	90	0	0	114	101
Virgibacillus sp. Bac330	0	0	0	0	0	0	0	0	0	0	0	122	131	0	155	0	85	0	130	0
Alkalihalobacillus miscanthi	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0
Lentibacillus sp. CBA3610	0	0	0	0	0	0	0	0	0	0	0	135	73	0	0	0	0	98	0	132
Caldibacillus thermoamylovorans	0	0	0	0	0	0	0	0	0	0	0	123	120	0	141	0	0	0	0	0
Staphylococcus arlettae	0	0	0	0	56	0	0	0	0	0	0	229	96	84	0	0	0	0	97	102
Staphylococcus saccharolyticus	0	0	0	0	53	0	0	0	0	0	0	193	85	0	0	0	87	0	126	0
Staphylococcus auricularis	0	0	0	0	0	0	108	0	0	0	0	162	0	0	0	0	0	0	0	0
Staphylococcus schweitzeri	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Staphylococcus succinus	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	83	0	0
Staphylococcus pasteuri	0	0	0	0	0	0	106	84	0	0	0	126	0	0	0	0	0	0	0	0
Paenibacillus sp. IHB B 3084	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Paenibacillus sp. CAA11	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Paenibacillus sp. FSL R7-0331	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
Paenibacillus baekrokdamisoli	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
Paenibacillus uliginis	0	0	0	0	164	64	0	0	0	0	0	139	86	135	89	0	0	106	0	110
Paenibacillus barcinonensis	0	0	0	0	0	0	0	0	0	0	0	136	0	0	93	0	0	0	0	0
Planococcus halocryophilus	0	0	0	0	66	0	121	0	0	0	0	165	274	76	0	0	186	0	228	191
Ureibacillus thermophilus	0	0	0	0	77	30	114	88	0	0	0	154	163	0	0	0	91	0	164	100
Solibacillus sp. R5-41	0	0	0	0	0	0	0	0	0	0	0	104	148	0	0	84	96	0	189	127
Laceyella sacchari	0	0	0	0	0	0	0	0	0	0	0	260	0	0	127	0	0	0	0	0
Staphylospora marina	0	0	0	0	0	0	0	0	0	0	0	160	106	0	0	0	0	0	0	0
