species,LIB030.A0117,SYN001.A0101,SYN002.A0101,SYN003.A0101,SYN005.I0101,SYN006.I0101,SYN008.I0101,SYN009.I0101,SYN012.I0101,SYN013.I0101,SYN014.A0101,SYN014.C0101,SYN015.B0101,SYN015.D0101,SYN015.E0101,SYN015.F0101,SYN015.G0101,SYN015.H0101,SYN015.I0101,SYN016.I0101,SYN017.A0101,SYN017.B0101,SYN017.D0101,SYN017.E0101,SYN017.F0101,SYN017.G0101,SYN018.C0101,SYN018.H0101,SYN018.I0101,SYN019.I0101,SYN021.I0101,SYN022.I0101,SYN023.I0101,SYN025.I0101,SYN026.I0101,SYN028.I0101
Streptococcus cristatus,2,44785,122503,80671,5770,3102,2388,4096,4122,288,12825,7245,71670,2340,1660,1966,337,388,657,401,362969,965171,3941,5785,3900,1150,450845,446,10948,2607,4344,4040,7998,30079,803,10017
Streptococcus gordonii,1,23968,45025,40056,3076,4687,431,1938,653,378,4007,996,10391,657,592,538,289,345,1089,444,33514,42241,483,1428,982,617,33637,637,13718,1098,897,324,2693,2632,837,5727
Streptococcus mitis,1,84776,205768,220589,2212,1421,1985,557,367,369,9260,952,13476,1289,1300,310,151,209,580,280,185143,14876,671,1242,364,190,8902,284,4288,797,640,388,1748,1089,647,2079
Streptococcus parauberis,1,514,1073,814,237,185,88,129,126,318,408,193,401,70,29,252,551,573,85,281,632,495,96,142,445,389,300,603,828,119,211,81,133,167,249,133
Streptococcus intermedius,1,4247,8411,5606,54512,40892,2677,7393,2745,1448,859,247,1874,650,632,863,695,1214,5930,3566,4026,4955,1164,1918,2662,2695,17999,4475,313415,2832,8621,1613,37394,10970,7395,26609
Lactococcus cremoris,1,90,191,153,247,222,161,109,174,362,448,333,325,90,59,342,585,524,115,311,186,101,136,188,460,428,236,530,336,138,255,87,145,130,242,144
Abiotrophia defectiva,3,48957,115803,134524,184,115,318,161,966,97,26460,72,2934,52,34,39,17,20,437,126,222209,95302,43,30,87,22,17408,53,59,2640,67,1272,1535,3407,388,1798
Marinilactibacillus sp. 15R,1,85,190,129,106,98,155,125,87,305,110,12,56,31,4,72,234,281,107,254,267,230,59,31,181,177,109,406,125,51,39,85,134,146,64,100
Gemella morbillorum,2,5022,9280,12235,3419,2856,1661,2387,2418,1768,1858,840,2307,2513,1550,854,470,499,2962,2328,8622,2419,2341,1211,837,460,2386,749,2188,2367,872,1869,4791,3361,2887,4184
Staphylococcus epidermidis,1,73,103,65,193,135,104,119,143,155,87,18,72,19,9,71,122,173,84,189,143,92,24,38,118,71,65,201,232,50,67,58,209,96,103,129
Veillonella parvula,2,14882,19547,18501,2047583,2605711,883855,1975560,1336518,519049,300355,69039,346632,63199,230338,504196,332324,439625,2521103,1141274,1954349,2940596,226234,511547,317220,154409,1741487,472189,2040901,1247886,2152978,3400842,2433319,3514640,2352756,4710122
Clostridium botulinum,1,108,149,143,495,331,695,389,414,477,210,70,422,156,56,202,658,885,344,502,220,239,194,162,581,484,400,737,1176,319,320,201,567,562,476,486
Capnocytophaga gingivalis,1,3066,4801,13219,13,7,7,55,45,13,53,11,103,35,25,54,5,9,29,21,63,109,16,93,41,3,85,9,5,32,6,33,50,135,10,98
Capnocytophaga sputigena,1,10239,13025,37809,24,15,3,184,69,1,49,11,71,66,36,70,7,10,52,16,88,85,43,120,56,5,77,8,7,78,7,43,55,135,32,101
Flavobacterium commune,1,2,2,4,4,6,8,4,14,5,4,4,17,42,19,60,11,1,2,2,2,2,52,130,25,6,16,NA,4,5,1,6,18,51,1,23
Chryseobacterium glaciei,1,5,12,21,5,NA,4,5,8,NA,5,NA,2,3,1,2,1,NA,10,1,11,14,NA,2,1,1,4,2,1,12,NA,6,7,7,5,36
Prevotella oris,1,19339,9764,10614,206602,150075,749015,234015,411382,3151,5954,10864,41538,98826,52335,195277,12979,8076,694426,51330,1477,6976,48722,150864,108751,17853,12735,3322,89535,438219,8043,795098,421358,1550552,202147,182766
Leptotrichia sp. oral taxon 212,1,1160,972,1186,424,458,635,393,467,420,1668,95,348,82,92,68,76,82,404,546,1489,1109,123,169,109,57,1488,109,957,132,123,165,721,295,213,388
Leptotrichia sp. oral taxon 498,1,41,21,31,32,18,1,25,11,20,14,2,2,10,3,7,73,85,8,43,12,7,12,15,63,56,15,75,103,35,26,12,21,53,40,10
Homo sapiens,157,139627,55567,58466,22903,20761,29406,28488,27349,22728,27156,23550,27366,20990,18789,29127,24678,29785,27177,27156,26902,23424,15402,22992,26592,18324,34966,29082,26261,26157,23550,28176,26447,35860,27956,31955
Rothia mucilaginosa,NA,3194424,3440696,1722223,1123,4726,2478,4970,4201,1284,5731,875,7594,554,783,1505,416,545,2296,5552,178552,2815,476,445,1004,181,3090,57,828,1871,1921,2465,1370,2346,2267,1566
Rothia sp. ZJ932,NA,395,457,245,34,12,47,79,64,5,7,11,9,4,7,14,3,8,108,45,28,5,4,7,18,5,11,1,16,11,16,45,65,14,15,82
Rothia nasimurium,NA,349,447,286,29,29,19,43,52,26,15,19,8,10,3,2,5,14,26,65,49,28,9,6,40,6,31,NA,15,53,25,10,37,56,14,28
Rothia terrae,NA,202,362,332,14,15,NA,28,29,16,2,NA,6,1,NA,NA,7,4,14,36,30,7,1,NA,10,2,13,2,2,59,14,9,31,50,26,29
Rothia kristinae,NA,101,97,165,42,25,12,140,88,21,6,96,6,107,20,49,14,6,168,91,3,11,100,81,43,10,17,NA,2,78,33,70,91,64,18,94
Rothia amarae,NA,68,100,60,39,31,NA,27,50,6,2,4,9,NA,1,4,3,4,54,17,12,8,2,1,16,3,6,NA,5,7,14,19,46,18,8,63
Arthrobacter sp. QXT-31,NA,125,133,109,57,53,NA,45,56,21,7,2,18,NA,2,9,NA,1,81,39,30,18,3,1,10,5,23,NA,3,72,13,30,78,51,37,109
Arthrobacter sp. FB24,NA,49,72,88,6,21,14,21,23,16,9,15,5,3,1,7,3,13,7,34,2,11,NA,2,2,1,35,NA,17,2,23,3,12,9,5,8
Arthrobacter sp. PM3,NA,31,44,78,11,19,13,17,26,8,6,16,3,2,4,3,7,6,12,21,4,5,NA,3,6,1,33,NA,4,10,23,7,11,15,4,5
Arthrobacter sp. D5-1,NA,30,29,26,1,7,11,11,9,4,3,3,8,16,14,25,2,NA,10,2,3,3,15,41,16,2,5,NA,4,3,1,6,4,5,8,8
Arthrobacter sp. YC-RL1,NA,28,44,46,37,32,60,59,57,8,NA,65,6,80,70,18,5,6,79,42,5,10,52,53,27,1,22,NA,29,28,19,17,37,29,5,42
Arthrobacter sp.,NA,27,26,16,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,4,4,NA,2,NA,NA,NA,NA,1,3,NA,3,NA,NA,NA,1,NA,3,NA,NA
Arthrobacter sp. PGP41,NA,26,44,32,33,30,36,52,45,13,6,11,16,10,12,30,7,8,44,43,13,16,10,1,2,NA,13,NA,6,56,58,43,35,62,43,33
Arthrobacter sp. KBS0702,NA,23,32,39,16,28,9,46,47,15,4,4,4,3,3,19,7,8,20,55,NA,6,2,3,3,NA,7,NA,11,33,30,21,25,19,26,15
Arthrobacter sp. ERGS1:01,NA,23,41,61,3,8,NA,6,32,8,3,2,NA,19,16,26,4,3,11,15,5,NA,23,60,18,3,2,NA,5,3,10,5,10,6,6,6
Arthrobacter sp. 24S4-2,NA,22,33,47,4,18,NA,21,35,3,2,2,15,32,17,62,7,2,1,33,1,3,44,108,36,2,6,NA,3,5,6,3,2,16,9,11
Arthrobacter sp. PAMC 25486,NA,21,45,56,36,20,1,60,74,14,7,16,6,61,28,89,10,7,83,43,2,8,65,164,59,12,8,NA,3,26,15,40,71,17,23,91
Arthrobacter sp. U41,NA,18,24,33,53,43,56,47,58,19,9,42,16,23,42,21,7,7,47,48,14,18,17,13,5,1,48,NA,15,45,54,30,31,56,41,41
Arthrobacter sp. NEB 688,NA,17,44,49,14,27,5,15,52,9,1,7,23,3,2,2,1,9,20,11,6,6,6,2,1,NA,8,1,8,21,26,12,11,15,12,11
Arthrobacter sp. UKPF54-2,NA,14,33,39,1,26,NA,8,45,19,NA,1,2,NA,NA,1,7,11,9,20,NA,1,3,NA,1,NA,2,NA,14,3,25,8,7,4,5,1
Arthrobacter sp. PAMC25564,NA,13,27,46,5,32,NA,15,49,19,1,4,4,NA,2,3,4,13,16,29,NA,1,2,1,4,NA,7,NA,14,11,19,10,16,16,11,37
Arthrobacter sp. YN,NA,4,8,11,46,8,142,45,45,19,2,5,NA,2,5,17,11,3,25,12,34,2,9,10,12,5,5,4,4,83,18,16,38,61,35,68
Arthrobacter sp. Rue61a,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. TES,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA
Arthrobacter alpinus,NA,84,100,106,10,42,6,75,93,25,5,6,26,9,8,19,12,15,18,85,9,12,4,2,16,11,19,3,12,11,25,16,33,50,24,18
Arthrobacter crystallopoietes,NA,71,104,110,17,35,NA,18,34,11,2,4,11,6,2,5,14,14,38,27,5,2,NA,4,15,3,6,NA,10,9,31,34,36,23,27,41
Arthrobacter agilis,NA,52,87,115,59,71,4,120,108,53,20,30,16,17,15,19,12,25,117,130,32,9,15,11,19,2,22,1,27,132,61,63,102,89,60,118
Arthrobacter dokdonellae,NA,40,77,55,9,30,8,29,54,30,3,4,2,1,4,8,7,23,23,69,5,3,7,3,NA,2,2,1,11,31,32,17,14,26,12,16
Arthrobacter citreus,NA,38,80,66,56,84,34,112,67,137,58,4,18,6,3,7,11,39,66,142,123,99,14,19,15,12,46,164,37,3,11,45,105,45,25,43
Arthrobacter woluwensis,NA,33,67,71,102,57,2,60,113,17,6,4,5,NA,1,8,6,11,169,43,31,6,1,NA,11,1,24,2,11,66,21,54,145,68,31,186
Kocuria sp. TGY1127_2,NA,75,100,53,4,27,1,9,33,31,5,NA,1,NA,NA,2,8,9,14,45,2,NA,2,NA,1,NA,4,NA,14,1,20,2,8,7,4,2
Kocuria sp. TGY1120_3,NA,34,45,68,12,15,2,43,54,16,5,1,12,45,37,52,10,8,15,93,5,2,51,130,38,4,12,NA,15,27,23,19,11,29,12,16
Kocuria sp. KD4,NA,8,8,19,1,23,NA,4,6,11,1,1,NA,NA,1,NA,6,9,4,18,1,1,NA,NA,2,NA,2,NA,8,NA,9,2,9,3,2,1
Kocuria sp. BT304,NA,3,12,3,36,11,2,16,17,2,3,NA,2,NA,1,NA,NA,NA,24,2,15,3,NA,NA,1,NA,7,NA,2,39,1,11,34,24,20,60
Kocuria flava,NA,112,157,109,3,54,1,13,30,23,3,NA,10,1,NA,7,7,18,7,39,3,4,3,1,1,NA,3,1,13,NA,37,2,16,6,8,7
Kocuria turfanensis,NA,92,113,85,5,10,NA,20,16,14,NA,1,1,1,NA,1,5,6,4,29,7,2,1,NA,7,NA,3,1,3,6,10,1,6,6,11,4
Kocuria palustris,NA,77,102,143,47,46,67,78,89,32,3,4,10,3,9,15,11,14,143,83,9,7,2,4,9,2,13,2,60,33,23,41,88,26,25,165
Kocuria rosea,NA,67,99,99,1,19,1,31,19,18,2,NA,6,7,2,2,3,6,5,52,6,NA,2,2,4,NA,2,NA,9,9,16,11,5,10,9,6
Kocuria rhizophila,NA,43,53,49,44,43,1,30,67,34,5,4,2,3,1,2,5,18,84,30,NA,5,1,1,16,4,13,4,8,3,21,18,62,8,14,81
Kocuria varians,NA,18,37,40,28,28,4,31,37,21,3,2,8,NA,1,6,6,8,21,42,26,4,NA,2,5,1,7,1,11,83,14,13,26,75,22,35
Kocuria indica,NA,8,5,11,1,NA,NA,1,4,2,NA,NA,1,NA,NA,1,1,3,NA,3,NA,NA,NA,NA,4,NA,NA,NA,1,NA,4,1,3,1,2,NA
Auritidibacter sp. NML130574,NA,402,406,237,15,14,NA,18,23,6,8,3,3,2,NA,1,3,10,8,14,22,16,1,2,26,5,9,NA,4,12,2,8,20,24,11,22
Glutamicibacter creatinolyticus,NA,86,90,69,8,20,1,15,22,20,NA,5,3,7,7,4,4,6,16,31,3,5,3,1,8,4,7,2,12,7,12,6,16,18,7,13
Glutamicibacter halophytocola,NA,54,91,71,6,NA,1,34,22,7,2,3,1,21,8,7,1,5,14,32,6,3,5,6,3,2,2,NA,NA,10,9,9,5,18,8,7
Glutamicibacter mishrai,NA,35,53,56,1,6,1,26,15,5,3,1,10,2,2,4,1,NA,2,30,2,4,1,3,8,4,12,NA,1,5,6,7,2,23,16,7
Glutamicibacter arilaitensis,NA,23,41,31,55,32,1,102,49,26,NA,67,9,115,63,35,8,10,133,76,4,3,84,87,45,9,9,23,7,51,12,57,87,48,11,88
Glutamicibacter nicotianae,NA,19,15,17,6,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,3,1,1,NA,NA,1,NA,2,6,5,2,9
Glutamicibacter protophormiae,NA,11,25,23,2,16,1,15,25,8,NA,NA,1,NA,1,1,4,1,4,35,1,NA,2,NA,3,NA,NA,NA,2,1,15,3,6,8,4,5
Glutamicibacter sp. ZJUTW,NA,4,3,2,NA,16,NA,12,34,10,1,NA,NA,NA,NA,1,5,6,5,28,NA,NA,1,NA,NA,NA,3,NA,5,3,12,3,2,3,2,NA
Pseudarthrobacter sp. YJ56,NA,22,42,43,112,125,18,127,143,76,7,8,8,5,4,30,7,7,138,140,28,12,14,14,16,2,21,3,38,103,51,64,164,103,51,137
Pseudarthrobacter sp. BIM B-2242,NA,14,35,45,2,4,14,25,12,7,1,11,4,1,1,1,NA,NA,7,29,3,10,1,1,7,5,25,NA,3,2,9,NA,5,5,4,7
Pseudarthrobacter sp. NBSH8,NA,10,23,25,NA,12,1,38,63,20,2,NA,3,NA,1,5,2,12,7,39,1,5,1,1,5,1,6,NA,3,6,19,10,4,3,13,4
Pseudarthrobacter sp. NIBRBAC000502770,NA,4,13,10,1,1,NA,2,4,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,9,NA,4
Pseudarthrobacter sp. NIBRBAC000502772,NA,2,5,6,8,3,NA,4,5,1,NA,1,7,NA,1,1,NA,1,4,2,5,2,1,1,1,1,4,NA,NA,31,1,3,5,10,5,12
Pseudarthrobacter sp. NIBRBAC000502771,NA,1,7,3,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,2,4,NA,1,1
Pseudarthrobacter sulfonivorans,NA,27,35,29,4,4,NA,17,9,5,3,2,4,67,34,69,4,2,13,11,4,3,58,134,49,2,5,NA,NA,9,1,8,17,8,8,20
Pseudarthrobacter phenanthrenivorans,NA,27,26,19,33,8,4,65,29,3,2,41,8,101,33,28,2,2,71,35,1,3,39,55,20,4,6,NA,1,32,10,31,41,43,3,37
Pseudarthrobacter chlorophenolicus,NA,23,31,23,5,2,NA,1,24,1,NA,NA,2,NA,3,2,1,1,8,2,1,NA,NA,NA,2,NA,NA,NA,1,2,1,NA,4,4,NA,2
Pseudarthrobacter equi,NA,17,18,37,6,18,NA,16,20,9,1,1,3,NA,1,1,2,7,13,34,2,1,NA,1,5,NA,4,NA,7,23,8,6,17,18,4,4
Micrococcus luteus,NA,73,100,129,34,39,5,47,62,37,4,NA,6,4,3,8,17,20,30,74,2,3,NA,5,4,NA,20,3,25,15,40,15,32,15,25,31
Micrococcus sp. KBS0714,NA,5,6,4,NA,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Paenarthrobacter sp. YJN-D,NA,33,50,52,23,29,18,20,37,17,5,10,13,6,5,13,6,8,35,28,10,12,5,8,16,3,14,1,8,32,48,23,25,45,29,39
Paenarthrobacter sp. YJN-5,NA,8,15,19,NA,6,NA,3,8,1,1,NA,5,NA,1,3,2,2,3,7,NA,2,1,NA,1,NA,2,NA,1,1,3,1,2,7,4,2
Paenarthrobacter ureafaciens,NA,2,8,3,NA,1,NA,1,9,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,2,NA,1,NA,1
Citricoccus sp. SGAir0253,NA,42,79,67,2,12,2,7,14,12,4,NA,NA,1,NA,2,3,1,9,16,4,2,NA,NA,NA,NA,2,NA,6,NA,11,5,5,7,2,2
Psychromicrobium lacuslunae,NA,39,29,25,1,NA,NA,11,14,1,1,1,1,1,NA,NA,NA,1,NA,4,1,2,NA,NA,8,3,1,NA,2,1,1,2,5,7,4,1
Sinomonas atrocyanea,NA,28,55,69,30,53,1,43,103,34,1,9,4,1,4,1,16,24,72,59,2,2,1,1,8,1,9,NA,21,6,39,21,53,11,14,53
Sinomonas sp. R1AF57,NA,4,30,40,26,27,1,26,45,25,1,NA,7,NA,1,5,11,19,33,52,32,3,1,5,2,NA,19,NA,14,113,26,13,36,89,26,39
Neomicrococcus aestuarii,NA,32,33,24,17,1,NA,14,9,2,6,2,5,9,5,10,NA,NA,6,23,11,5,6,30,15,NA,6,NA,2,30,2,6,14,28,11,13
Nesterenkonia sp. NBAIMH1,NA,24,38,44,20,26,7,28,54,16,5,6,7,4,4,12,3,6,25,62,4,5,8,4,NA,2,10,NA,8,28,26,25,24,39,31,15
Renibacterium salmoninarum,NA,9,8,10,NA,2,1,1,4,2,1,NA,4,7,1,18,2,3,1,2,1,1,7,19,11,NA,NA,NA,1,2,NA,1,5,15,3,4
Zhihengliuella sp. ISTPL4,NA,9,22,21,NA,9,NA,6,16,14,1,NA,1,1,1,NA,NA,5,8,13,NA,1,NA,NA,1,1,3,1,NA,3,14,1,1,2,4,3
Microbacterium sp. XT11,NA,36,65,116,12,9,3,32,33,7,7,1,3,1,1,4,2,2,8,44,15,3,1,2,4,2,9,NA,3,51,17,13,15,45,16,24
Microbacterium sp. JZ31,NA,29,34,71,NA,10,NA,21,23,18,4,NA,NA,1,NA,5,4,1,6,55,NA,7,1,NA,2,NA,12,1,7,5,14,5,4,5,18,7
Microbacterium sp. CBA3102,NA,28,78,79,98,57,7,99,101,5,11,26,18,49,20,18,7,6,137,22,60,14,27,30,10,4,33,NA,4,265,27,60,141,194,75,150
Microbacterium sp. YJN-G,NA,27,38,35,20,43,27,28,47,18,2,17,17,5,3,9,6,10,21,60,6,8,4,6,9,1,25,NA,22,23,24,18,22,47,28,25
Microbacterium sp. NY27,NA,25,32,46,4,12,1,32,17,12,4,NA,6,NA,2,NA,1,2,6,46,NA,2,1,2,3,1,8,NA,5,4,10,8,14,4,8,5
Microbacterium sp. HY60,NA,24,39,28,2,12,3,62,39,4,3,NA,3,NA,NA,17,6,2,18,46,5,NA,3,5,2,1,6,NA,6,10,12,12,15,20,15,6
Microbacterium sp. PM5,NA,23,42,58,45,31,17,49,109,21,10,8,11,16,15,42,15,22,26,50,12,9,23,19,10,1,20,1,18,53,52,40,33,67,47,37
Microbacterium sp. BH-3-3-3,NA,23,28,39,3,7,1,16,30,8,1,NA,1,1,NA,3,2,6,1,19,2,NA,1,1,1,NA,2,NA,2,2,3,4,5,4,6,NA
Microbacterium sp. ABRD_28,NA,20,34,53,6,5,NA,17,19,10,4,1,NA,1,NA,2,2,8,5,31,NA,3,1,1,NA,NA,3,NA,3,5,3,2,5,4,9,3
Microbacterium sp. 4R-513,NA,18,33,42,5,16,1,15,12,4,2,2,4,5,4,3,2,4,11,24,2,1,5,7,2,NA,5,NA,5,5,12,6,12,7,13,6
Microbacterium sp. 1S1,NA,18,31,37,28,54,29,25,79,11,2,12,32,8,8,15,3,10,31,35,7,6,12,5,4,NA,27,2,9,52,55,32,32,62,41,29
Microbacterium sp. A18JL241,NA,14,16,26,24,16,1,20,24,6,2,4,NA,2,NA,2,NA,4,69,15,NA,1,3,4,4,NA,5,NA,2,13,7,20,36,26,5,53
Microbacterium sp. WY121,NA,14,22,30,3,14,3,25,17,14,1,NA,2,2,1,2,4,6,11,39,NA,NA,3,1,7,NA,2,NA,7,3,17,5,8,6,6,5
Microbacterium sp. TPU 3598,NA,13,17,39,22,28,13,23,35,8,5,2,5,3,3,17,3,7,25,23,3,4,13,5,4,2,17,NA,10,41,23,27,27,42,29,19
Microbacterium sp. No. 7,NA,12,23,25,26,34,9,40,25,15,6,3,17,5,3,20,5,7,17,39,22,7,6,2,2,NA,12,1,7,61,31,21,31,58,38,27
Microbacterium sp. Se63.02b,NA,11,17,18,45,25,6,135,71,23,5,65,6,74,30,38,12,6,147,57,1,4,58,62,36,4,11,NA,8,75,35,58,80,55,11,80
Microbacterium sp. LKL04,NA,10,18,27,3,20,NA,20,13,20,NA,NA,1,NA,1,2,5,10,11,43,1,1,3,1,1,NA,4,NA,8,4,31,6,14,5,9,5
Microbacterium sp. HY82,NA,10,21,27,43,33,25,46,76,19,8,9,21,2,6,11,7,5,74,28,12,9,18,5,NA,1,23,1,11,74,45,43,45,75,52,60
Microbacterium sp. Nx66,NA,9,14,15,NA,45,NA,7,25,18,4,1,15,2,NA,3,5,4,8,28,1,NA,1,1,NA,NA,20,NA,7,2,13,3,12,3,7,2
Microbacterium sp. Y-01,NA,9,17,12,24,45,23,36,40,12,4,7,25,28,18,66,13,15,30,29,7,6,39,65,19,2,10,NA,12,21,45,34,22,40,31,17
Microbacterium sp. PAMC 28756,NA,8,13,13,NA,13,NA,3,10,12,NA,NA,NA,1,NA,2,4,6,7,16,1,1,2,NA,1,NA,NA,NA,9,1,8,1,9,NA,2,3
Microbacterium sp. 10M-3C3,NA,7,22,30,3,33,NA,26,38,27,NA,NA,4,3,3,6,10,12,8,55,1,1,3,NA,2,NA,5,4,10,3,21,8,9,7,6,6
Microbacterium sp. A18JL200,NA,5,23,23,2,23,NA,26,25,13,NA,NA,15,3,3,2,5,9,9,53,5,4,2,4,3,1,10,NA,3,7,17,3,3,6,18,5
Microbacterium sp. SGAir0570,NA,4,5,8,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Microbacterium sp. str. 'China',NA,1,1,NA,NA,1,1,1,4,NA,NA,1,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,4,2,1
Microbacterium oxydans,NA,134,174,85,8,21,2,36,21,13,5,5,12,4,7,5,9,1,14,51,2,11,3,1,23,2,23,2,3,10,13,17,12,23,18,17
Microbacterium hominis,NA,84,162,130,4,63,1,43,105,46,5,3,17,7,3,10,12,35,24,147,7,7,NA,2,5,2,16,2,25,8,53,18,18,28,34,19
Microbacterium foliorum,NA,37,74,99,108,59,11,171,133,48,5,63,14,151,46,49,16,23,161,155,42,18,93,81,54,9,38,3,16,165,77,70,166,116,43,155
Microbacterium testaceum,NA,26,47,40,27,44,NA,40,45,13,3,2,3,1,1,5,6,6,75,41,NA,NA,3,4,5,4,6,1,6,9,17,27,53,8,8,65
Microbacterium sediminis,NA,25,28,47,3,14,4,17,25,16,NA,3,1,NA,3,2,3,7,7,35,1,NA,1,1,2,2,6,1,4,4,12,6,11,7,10,9
Microbacterium aurum,NA,24,26,34,2,18,NA,3,16,10,5,NA,2,1,1,9,3,11,15,28,NA,3,NA,1,2,NA,5,1,14,2,16,7,7,8,6,2
Microbacterium oleivorans,NA,24,44,65,77,75,27,99,149,36,10,10,30,6,7,33,15,16,107,110,19,12,14,8,6,3,31,1,25,84,78,59,92,103,83,140
Microbacterium protaetiae,NA,24,44,53,1,1,NA,7,22,2,NA,NA,NA,NA,NA,1,NA,3,2,4,2,2,NA,1,NA,1,3,NA,NA,1,6,3,6,4,5,6
Microbacterium pygmaeum,NA,19,35,31,6,17,NA,26,25,6,2,1,1,1,1,5,3,7,7,49,2,4,NA,2,5,2,5,1,5,2,12,5,12,8,7,9
Microbacterium caowuchunii,NA,18,32,45,24,54,18,43,49,29,4,6,23,5,3,14,11,15,31,34,7,7,10,4,11,3,15,NA,15,38,46,27,29,34,28,33
Microbacterium schleiferi,NA,17,32,46,15,36,14,35,56,15,5,4,8,2,6,15,8,6,22,43,7,4,4,NA,6,2,22,2,12,29,40,25,37,35,43,18
Microbacterium lushaniae,NA,15,46,52,32,37,4,85,70,28,NA,48,2,90,28,37,12,19,123,53,4,4,51,65,27,3,7,NA,16,36,46,42,81,33,14,54
Microbacterium lemovicicum,NA,15,20,38,23,39,10,48,69,26,3,8,19,70,20,98,13,12,33,82,6,5,77,140,45,7,20,NA,9,43,42,30,27,43,23,32
Microbacterium chocolatum,NA,15,43,30,4,16,NA,15,20,13,3,2,3,3,NA,1,6,8,7,40,2,NA,1,4,2,NA,6,1,10,3,22,4,6,7,5,6
Microbacterium endophyticum,NA,12,12,15,3,31,NA,19,36,13,4,2,6,2,2,4,6,5,13,35,2,3,NA,NA,7,1,4,2,16,14,13,9,13,22,12,35
Microbacterium oryzae,NA,10,28,43,63,60,29,88,86,28,9,11,19,9,13,28,5,7,85,92,13,5,17,4,9,1,25,1,18,81,48,65,81,94,46,97
Microbacterium amylolyticum,NA,9,32,34,3,16,1,33,15,13,NA,1,3,2,1,3,2,3,9,28,1,7,NA,2,6,1,4,4,1,3,16,4,13,12,6,10
Microbacterium hydrocarbonoxydans,NA,6,13,27,5,9,1,7,13,8,4,1,1,1,2,13,2,4,6,17,1,1,8,15,5,1,3,NA,2,13,3,4,4,5,5,6
Microbacterium wangchenii,NA,6,16,24,1,19,NA,25,19,15,2,1,NA,1,NA,1,1,11,8,47,NA,NA,NA,1,2,1,2,2,6,4,13,1,11,4,14,6
Microbacterium esteraromaticum,NA,6,23,31,38,35,79,53,58,22,8,38,16,8,8,36,9,9,39,37,14,17,13,9,2,NA,42,NA,11,58,51,34,24,75,42,37
Microbacterium paludicola,NA,3,7,13,2,1,NA,13,3,3,NA,NA,NA,1,NA,3,NA,NA,3,26,NA,NA,2,5,3,NA,NA,NA,2,6,4,8,11,15,4,9
Leucobacter insecticola,NA,40,51,20,14,17,8,25,25,13,7,7,18,7,4,6,6,5,17,27,8,13,7,4,4,NA,10,NA,8,15,23,12,17,15,11,12
Leucobacter sp. CX169,NA,39,55,62,10,24,6,20,44,28,3,4,6,4,2,10,16,36,16,44,9,2,10,3,13,12,4,13,27,28,45,18,18,30,12,11
Leucobacter triazinivorans,NA,38,59,64,1,19,NA,32,31,8,3,1,2,NA,NA,1,9,16,12,42,NA,1,2,1,1,NA,8,NA,10,3,21,5,5,3,3,5
Leucobacter muris,NA,27,42,47,7,28,NA,20,38,22,1,NA,NA,NA,2,1,7,8,26,44,1,2,4,NA,3,NA,5,1,11,7,26,7,19,8,11,17
Leucobacter viscericola,NA,19,35,46,5,18,NA,33,43,23,6,4,3,2,1,1,4,10,14,59,1,4,NA,1,11,NA,5,2,7,8,13,6,16,10,16,5
Leucobacter coleopterorum,NA,16,13,12,4,9,5,32,19,13,2,NA,2,3,1,4,4,5,8,27,4,4,2,1,4,2,3,NA,11,4,10,3,8,7,6,7
Leucobacter denitrificans,NA,10,8,15,3,12,2,28,14,8,8,9,14,17,8,3,2,6,20,36,8,19,6,11,6,1,30,NA,12,13,12,9,14,8,8,14
Agromyces sp. KACC 19306,NA,24,41,42,7,30,1,30,45,13,2,3,1,NA,1,7,1,3,28,34,1,NA,5,NA,2,NA,6,NA,6,7,18,13,27,9,8,35
Agromyces sp. HY052,NA,23,21,25,20,16,6,37,30,11,5,1,12,4,5,13,6,NA,19,69,9,2,7,2,3,1,11,1,7,33,23,13,19,28,19,26
